ID,Name,Age,Photo,Nationality,Club,Club Logo,Position,Jersey Number,Height,Weight
204485,R. Mahrez,27,https://cdn.sofifa.org/players/4/19/204485.png,Algeria,Manchester City,https://cdn.sofifa.org/teams/2/light/10.png,RW,26,5'10,148lbs
192366,N. Otamendi,30,https://cdn.sofifa.org/players/4/19/192366.png,Argentina,Manchester City,https://cdn.sofifa.org/teams/2/light/10.png,CB,30,6'0,179lbs
139720,V. Kompany,32,https://cdn.sofifa.org/players/4/19/139720.png,Belgium,Manchester City,https://cdn.sofifa.org/teams/2/light/10.png,CB,4,6'3,187lbs
212218,A. Laporte,24,https://cdn.sofifa.org/players/4/19/212218.png,France,Manchester City,https://cdn.sofifa.org/teams/2/light/10.png,LCB,14,6'2,187lbs
188377,K. Walker,28,https://cdn.sofifa.org/players/4/19/188377.png,England,Manchester City,https://cdn.sofifa.org/teams/2/light/10.png,RB,2,6'0,154lbs
186942,I. Gündoğan,27,https://cdn.sofifa.org/players/4/19/186942.png,Germany,Manchester City,https://cdn.sofifa.org/teams/2/light/10.png,CM,21,5'11,176lbs
230666,Gabriel Jesus,21,https://cdn.sofifa.org/players/4/19/230666.png,Brazil,Manchester City,https://cdn.sofifa.org/teams/2/light/10.png,ST,33,5'9,161lbs
203574,J. Stones,24,https://cdn.sofifa.org/players/4/19/203574.png,England,Manchester City,https://cdn.sofifa.org/teams/2/light/10.png,RCB,5,6'2,154lbs
181786,V. Ćorluka,32,https://cdn.sofifa.org/players/4/19/181786.png,Croatia,Lokomotiv Moscow,https://cdn.sofifa.org/teams/2/light/100765.png,LCB,14,6'4,185lbs
204884,B. Mendy,23,https://cdn.sofifa.org/players/4/19/204884.png,France,Manchester City,https://cdn.sofifa.org/teams/2/light/10.png,LB,22,6'1,187lbs
187491,F. Smolov,28,https://cdn.sofifa.org/players/4/19/187491.png,Russia,Lokomotiv Moscow,https://cdn.sofifa.org/teams/2/light/100765.png,ST,11,6'2,176lbs
179784,B. Höwedes,30,https://cdn.sofifa.org/players/4/19/179784.png,Germany,Lokomotiv Moscow,https://cdn.sofifa.org/teams/2/light/100765.png,RCB,5,6'2,170lbs
157960,Manuel Fernandes,32,https://cdn.sofifa.org/players/4/19/157960.png,Portugal,Lokomotiv Moscow,https://cdn.sofifa.org/teams/2/light/100765.png,LM,4,5'9,165lbs
183427,F. Delph,28,https://cdn.sofifa.org/players/4/19/183427.png,England,Manchester City,https://cdn.sofifa.org/teams/2/light/10.png,LB,18,5'9,172lbs
147782,I. Denisov,34,https://cdn.sofifa.org/players/4/19/147782.png,Russia,Lokomotiv Moscow,https://cdn.sofifa.org/teams/2/light/100765.png,RDM,27,5'9,154lbs
199304,Danilo,26,https://cdn.sofifa.org/players/4/19/199304.png,Brazil,Manchester City,https://cdn.sofifa.org/teams/2/light/10.png,RB,3,6'0,172lbs
158133,J. Farfán,33,https://cdn.sofifa.org/players/4/19/158133.png,Peru,Lokomotiv Moscow,https://cdn.sofifa.org/teams/2/light/100765.png,CAM,10,5'10,185lbs
197242,G. Krychowiak,28,https://cdn.sofifa.org/players/4/19/197242.png,Poland,Lokomotiv Moscow,https://cdn.sofifa.org/teams/2/light/100765.png,LCM,10,6'1,187lbs
174543,C. Bravo,35,https://cdn.sofifa.org/players/4/19/174543.png,Chile,Manchester City,https://cdn.sofifa.org/teams/2/light/10.png,GK,1,6'0,176lbs
180714,Guilherme,32,https://cdn.sofifa.org/players/4/19/180714.png,Russia,Lokomotiv Moscow,https://cdn.sofifa.org/teams/2/light/100765.png,GK,20,6'5,209lbs
214092,A. Miranchuk,22,https://cdn.sofifa.org/players/4/19/214092.png,Russia,Lokomotiv Moscow,https://cdn.sofifa.org/teams/2/light/100765.png,CAM,15,6'0,163lbs
190531,E. Mangala,27,https://cdn.sofifa.org/players/4/19/190531.png,France,Manchester City,https://cdn.sofifa.org/teams/2/light/10.png,CB,15,6'2,185lbs
205469,S. Kverkvelia,26,https://cdn.sofifa.org/players/4/19/205469.png,Georgia,Lokomotiv Moscow,https://cdn.sofifa.org/teams/2/light/100765.png,CB,33,6'5,192lbs
187659,D. Tarasov,31,https://cdn.sofifa.org/players/4/19/187659.png,Russia,Lokomotiv Moscow,https://cdn.sofifa.org/teams/2/light/100765.png,CDM,23,6'4,185lbs
189795,Éder,30,https://cdn.sofifa.org/players/4/19/189795.png,Portugal,Lokomotiv Moscow,https://cdn.sofifa.org/teams/2/light/100765.png,ST,9,6'3,179lbs
192146,V. Ignatiev,31,https://cdn.sofifa.org/players/4/19/192146.png,Russia,Lokomotiv Moscow,https://cdn.sofifa.org/teams/2/light/100765.png,RB,20,5'11,159lbs
179515,T. Mykhalyk,34,https://cdn.sofifa.org/players/4/19/179515.png,Ukraine,Lokomotiv Moscow,https://cdn.sofifa.org/teams/2/light/100765.png,CB,17,6'0,183lbs
222368,A. Miranchuk,22,https://cdn.sofifa.org/players/4/19/222368.png,Russia,Lokomotiv Moscow,https://cdn.sofifa.org/teams/2/light/100765.png,CAM,16,6'0,159lbs
237692,P. Foden,18,https://cdn.sofifa.org/players/4/19/237692.png,England,Manchester City,https://cdn.sofifa.org/teams/2/light/10.png,CAM,47,5'7,130lbs
186347,M. Rybus,28,https://cdn.sofifa.org/players/4/19/186347.png,Poland,Lokomotiv Moscow,https://cdn.sofifa.org/teams/2/light/100765.png,LB,31,5'8,165lbs
227813,O. Zinchenko,21,https://cdn.sofifa.org/players/4/19/227813.png,Ukraine,Manchester City,https://cdn.sofifa.org/teams/2/light/10.png,LB,35,5'9,141lbs
198654,A. Kolomeytsev,29,https://cdn.sofifa.org/players/4/19/198654.png,Russia,Lokomotiv Moscow,https://cdn.sofifa.org/teams/2/light/100765.png,CDM,18,6'0,172lbs
188430,V. Rüfli,30,https://cdn.sofifa.org/players/4/19/188430.png,Switzerland,Paris FC,https://cdn.sofifa.org/teams/2/light/111817.png,RB,22,5'11,165lbs
212054,B. Idowu,26,https://cdn.sofifa.org/players/4/19/212054.png,Nigeria,Lokomotiv Moscow,https://cdn.sofifa.org/teams/2/light/100765.png,LWB,3,5'10,168lbs
150659,V. Demarconnay,35,https://cdn.sofifa.org/players/4/19/150659.png,France,Paris FC,https://cdn.sofifa.org/teams/2/light/111817.png,GK,1,5'11,161lbs
234679,P. Sandler,21,https://cdn.sofifa.org/players/4/19/234679.png,Netherlands,Manchester City,https://cdn.sofifa.org/teams/2/light/10.png,CB,34,6'3,181lbs
227547,D. Saint-Louis,23,https://cdn.sofifa.org/players/4/19/227547.png,Congo,Paris FC,https://cdn.sofifa.org/teams/2/light/111817.png,LW,26,6'0,172lbs
231410,Brahim Díaz,18,https://cdn.sofifa.org/players/4/19/231410.png,Spain,Manchester City,https://cdn.sofifa.org/teams/2/light/10.png,LW,55,5'7,150lbs
159043,J. Pitroipa,32,https://cdn.sofifa.org/players/4/19/159043.png,Burkina Faso,Paris FC,https://cdn.sofifa.org/teams/2/light/111817.png,CAM,27,5'9,132lbs
213354,T. Margasov,26,https://cdn.sofifa.org/players/4/19/213354.png,Russia,Lokomotiv Moscow,https://cdn.sofifa.org/teams/2/light/100765.png,RB,34,6'1,168lbs
202630,A. Kochenkov,31,https://cdn.sofifa.org/players/4/19/202630.png,Russia,Lokomotiv Moscow,https://cdn.sofifa.org/teams/2/light/100765.png,GK,77,6'5,183lbs
240082,M. Lysov,20,https://cdn.sofifa.org/players/4/19/240082.png,Russia,Lokomotiv Moscow,https://cdn.sofifa.org/teams/2/light/100765.png,LB,84,6'0,159lbs
233290,R. Zhemaletdinov,21,https://cdn.sofifa.org/players/4/19/233290.png,Russia,Lokomotiv Moscow,https://cdn.sofifa.org/teams/2/light/100765.png,ST,96,6'0,176lbs
205388,E. Akichi,28,https://cdn.sofifa.org/players/4/19/205388.png,Ivory Coast,Paris FC,https://cdn.sofifa.org/teams/2/light/111817.png,LCM,24,5'10,165lbs
193376,L. Nomenjanahary,32,https://cdn.sofifa.org/players/4/19/193376.png,Madagascar,Paris FC,https://cdn.sofifa.org/teams/2/light/111817.png,RW,12,5'10,168lbs
231318,R. Perraud,20,https://cdn.sofifa.org/players/4/19/231318.png,France,Paris FC,https://cdn.sofifa.org/teams/2/light/111817.png,LB,18,5'8,150lbs
245035,C. Gomes,17,https://cdn.sofifa.org/players/4/19/245035.png,France,Manchester City,https://cdn.sofifa.org/teams/2/light/10.png,CDM,81,5'11,154lbs
228675,D. Barinov,21,https://cdn.sofifa.org/players/4/19/228675.png,Russia,Lokomotiv Moscow,https://cdn.sofifa.org/teams/2/light/100765.png,CDM,36,5'10,159lbs
240081,I. Lapshov,19,https://cdn.sofifa.org/players/4/19/240081.png,Russia,Lokomotiv Moscow,https://cdn.sofifa.org/teams/2/light/100765.png,CB,42,6'2,168lbs
208857,F. Bong,30,https://cdn.sofifa.org/players/4/19/208857.png,Cameroon,Paris FC,https://cdn.sofifa.org/teams/2/light/111817.png,RCB,2,6'2,201lbs
245480,Dyjan Azevedo,27,https://cdn.sofifa.org/players/4/19/245480.png,Brazil,Paris FC,https://cdn.sofifa.org/teams/2/light/111817.png,LW,10,5'7,143lbs
239894,R. Kouamé,21,https://cdn.sofifa.org/players/4/19/239894.png,Mali,Paris FC,https://cdn.sofifa.org/teams/2/light/111817.png,CM,6,5'10,150lbs
175141,D. Ovono,35,https://cdn.sofifa.org/players/4/19/175141.png,Gabon,Paris FC,https://cdn.sofifa.org/teams/2/light/111817.png,GK,30,6'1,190lbs
211240,J. López,26,https://cdn.sofifa.org/players/4/19/211240.png,Algeria,Paris FC,https://cdn.sofifa.org/teams/2/light/111817.png,CAM,20,5'8,139lbs
240050,S. Karamoko,25,https://cdn.sofifa.org/players/4/19/240050.png,France,Paris FC,https://cdn.sofifa.org/teams/2/light/111817.png,RB,23,5'7,143lbs
240057,C. Mandouki,26,https://cdn.sofifa.org/players/4/19/240057.png,France,Paris FC,https://cdn.sofifa.org/teams/2/light/111817.png,RCM,14,5'11,161lbs
233157,N. Medvedev,23,https://cdn.sofifa.org/players/4/19/233157.png,Russia,Lokomotiv Moscow,https://cdn.sofifa.org/teams/2/light/100765.png,GK,30,6'4,176lbs
229646,S. Yohou,26,https://cdn.sofifa.org/players/4/19/229646.png,Ivory Coast,Paris FC,https://cdn.sofifa.org/teams/2/light/111817.png,CB,17,6'3,190lbs
243867,O. Kanté,28,https://cdn.sofifa.org/players/4/19/243867.png,France,Paris FC,https://cdn.sofifa.org/teams/2/light/111817.png,LCB,19,6'1,183lbs
150995,B. Rotenberg,32,https://cdn.sofifa.org/players/4/19/150995.png,Finland,Lokomotiv Moscow,https://cdn.sofifa.org/teams/2/light/100765.png,RB,28,6'2,185lbs
245037,Eric García,17,https://cdn.sofifa.org/players/4/19/245037.png,Spain,Manchester City,https://cdn.sofifa.org/teams/2/light/10.png,CB,50,6'0,174lbs
223963,C. Humphreys-Grant,19,https://cdn.sofifa.org/players/4/19/223963.png,England,Manchester City,https://cdn.sofifa.org/teams/2/light/10.png,CB,77,6'2,176lbs
211011,C. Dilo,24,https://cdn.sofifa.org/players/4/19/211011.png,France,Paris FC,https://cdn.sofifa.org/teams/2/light/111817.png,GK,16,6'2,192lbs
208457,A. Sarr,27,https://cdn.sofifa.org/players/4/19/208457.png,Senegal,Paris FC,https://cdn.sofifa.org/teams/2/light/111817.png,ST,29,5'9,146lbs
233051,L. Bolton,18,https://cdn.sofifa.org/players/4/19/233051.png,England,Manchester City,https://cdn.sofifa.org/teams/2/light/10.png,RM,74,5'9,159lbs
234619,Y. Mamilonne,26,https://cdn.sofifa.org/players/4/19/234619.png,France,Paris FC,https://cdn.sofifa.org/teams/2/light/111817.png,ST,9,6'3,187lbs
233164,A. Muric,19,https://cdn.sofifa.org/players/4/19/233164.png,Montenegro,Manchester City,https://cdn.sofifa.org/teams/2/light/10.png,GK,49,6'6,179lbs
241858,A. Bamba,18,https://cdn.sofifa.org/players/4/19/241858.png,Ivory Coast,Paris FC,https://cdn.sofifa.org/teams/2/light/111817.png,CB,15,6'0,187lbs
241632,B. Garré,17,https://cdn.sofifa.org/players/4/19/241632.png,Argentina,Manchester City,https://cdn.sofifa.org/teams/2/light/10.png,LW,73,5'7,139lbs
242401,S. Bougrine,21,https://cdn.sofifa.org/players/4/19/242401.png,Morocco,Paris FC,https://cdn.sofifa.org/teams/2/light/111817.png,CM,21,5'9,150lbs
245940,S. Wamangituka,18,https://cdn.sofifa.org/players/4/19/245940.png,Congo,Paris FC,https://cdn.sofifa.org/teams/2/light/111817.png,ST,28,6'2,185lbs
240059,K. Lebon,20,https://cdn.sofifa.org/players/4/19/240059.png,France,Paris FC,https://cdn.sofifa.org/teams/2/light/111817.png,LW,25,5'9,150lbs
246253,R. Tugarev,19,https://cdn.sofifa.org/players/4/19/246253.png,Russia,Lokomotiv Moscow,https://cdn.sofifa.org/teams/2/light/100765.png,LM,67,5'7,139lbs
243950,F. Ourega,25,https://cdn.sofifa.org/players/4/19/243950.png,France,Paris FC,https://cdn.sofifa.org/teams/2/light/111817.png,RW,11,5'9,163lbs
233048,T. Dele-Bashiru,18,https://cdn.sofifa.org/players/4/19/233048.png,England,Manchester City,https://cdn.sofifa.org/teams/2/light/10.png,CM,72,5'10,150lbs
246254,A. Mironov,18,https://cdn.sofifa.org/players/4/19/246254.png,Russia,Lokomotiv Moscow,https://cdn.sofifa.org/teams/2/light/100765.png,CM,83,5'9,154lbs
243951,G. Gbellé,25,https://cdn.sofifa.org/players/4/19/243951.png,France,Paris FC,https://cdn.sofifa.org/teams/2/light/111817.png,CM,7,5'10,165lbs
224947,D. Grimshaw,20,https://cdn.sofifa.org/players/4/19/224947.png,England,Manchester City,https://cdn.sofifa.org/teams/2/light/10.png,GK,32,6'1,170lbs
193080,De Gea,27,https://cdn.sofifa.org/players/4/19/193080.png,Spain,Manchester United,https://cdn.sofifa.org/teams/2/light/11.png,GK,1,6'4,168lbs
195864,P. Pogba,25,https://cdn.sofifa.org/players/4/19/195864.png,France,Manchester United,https://cdn.sofifa.org/teams/2/light/11.png,RDM,6,6'4,185lbs
192505,R. Lukaku,25,https://cdn.sofifa.org/players/4/19/192505.png,Belgium,Manchester United,https://cdn.sofifa.org/teams/2/light/11.png,ST,9,6'3,207lbs
188350,M. Reus,29,https://cdn.sofifa.org/players/4/19/188350.png,Germany,Borussia Dortmund,https://cdn.sofifa.org/teams/2/light/22.png,LM,11,5'11,157lbs
184941,A. Sánchez,29,https://cdn.sofifa.org/players/4/19/184941.png,Chile,Manchester United,https://cdn.sofifa.org/teams/2/light/11.png,RW,7,5'7,163lbs
184267,Y. Brahimi,28,https://cdn.sofifa.org/players/4/19/184267.png,Algeria,FC Porto,https://cdn.sofifa.org/teams/2/light/236.png,LM,8,5'9,146lbs
212462,Alex Telles,25,https://cdn.sofifa.org/players/4/19/212462.png,Brazil,FC Porto,https://cdn.sofifa.org/teams/2/light/236.png,LB,13,5'11,157lbs
211300,A. Martial,22,https://cdn.sofifa.org/players/4/19/211300.png,France,Manchester United,https://cdn.sofifa.org/teams/2/light/11.png,LW,11,6'0,168lbs
191202,N. Matić,29,https://cdn.sofifa.org/players/4/19/191202.png,Serbia,Manchester United,https://cdn.sofifa.org/teams/2/light/11.png,CDM,31,6'4,187lbs
177413,A. Witsel,29,https://cdn.sofifa.org/players/4/19/177413.png,Belgium,Borussia Dortmund,https://cdn.sofifa.org/teams/2/light/22.png,LCM,6,6'2,179lbs
207863,Felipe,29,https://cdn.sofifa.org/players/4/19/207863.png,Brazil,FC Porto,https://cdn.sofifa.org/teams/2/light/236.png,RCB,28,6'3,190lbs
200888,Danilo Pereira,26,https://cdn.sofifa.org/players/4/19/200888.png,Portugal,FC Porto,https://cdn.sofifa.org/teams/2/light/236.png,CDM,22,6'2,183lbs
178088,Juan Mata,30,https://cdn.sofifa.org/players/4/19/178088.png,Spain,Manchester United,https://cdn.sofifa.org/teams/2/light/11.png,RM,8,5'7,139lbs
209297,Fred,25,https://cdn.sofifa.org/players/4/19/209297.png,Brazil,Manchester United,https://cdn.sofifa.org/teams/2/light/11.png,CM,17,5'7,141lbs
207494,J. Lingard,25,https://cdn.sofifa.org/players/4/19/207494.png,England,Manchester United,https://cdn.sofifa.org/teams/2/light/11.png,CAM,7,5'9,137lbs
193283,T. Delaney,26,https://cdn.sofifa.org/players/4/19/193283.png,Denmark,Borussia Dortmund,https://cdn.sofifa.org/teams/2/light/22.png,LCM,8,6'0,174lbs
192318,M. Götze,26,https://cdn.sofifa.org/players/4/19/192318.png,Germany,Borussia Dortmund,https://cdn.sofifa.org/teams/2/light/22.png,CM,10,5'9,165lbs
189117,R. Bürki,27,https://cdn.sofifa.org/players/4/19/189117.png,Switzerland,Borussia Dortmund,https://cdn.sofifa.org/teams/2/light/22.png,GK,21,6'2,187lbs
188803,Taison,30,https://cdn.sofifa.org/players/4/19/188803.png,Brazil,Shakhtar Donetsk,https://cdn.sofifa.org/teams/2/light/101059.png,LM,7,5'8,141lbs
187754,Marlos,30,https://cdn.sofifa.org/players/4/19/187754.png,Ukraine,Shakhtar Donetsk,https://cdn.sofifa.org/teams/2/light/101059.png,RM,11,5'9,152lbs
5479,Casillas,37,https://cdn.sofifa.org/players/4/19/5479.png,Spain,FC Porto,https://cdn.sofifa.org/teams/2/light/236.png,GK,1,6'1,185lbs
231677,M. Rashford,20,https://cdn.sofifa.org/players/4/19/231677.png,England,Manchester United,https://cdn.sofifa.org/teams/2/light/11.png,LW,11,6'1,154lbs
229237,M. Akanji,22,https://cdn.sofifa.org/players/4/19/229237.png,Switzerland,Borussia Dortmund,https://cdn.sofifa.org/teams/2/light/22.png,LCB,5,6'2,187lbs
225508,E. Bailly,24,https://cdn.sofifa.org/players/4/19/225508.png,Ivory Coast,Manchester United,https://cdn.sofifa.org/teams/2/light/11.png,CB,2,6'1,170lbs
209889,R. Guerreiro,24,https://cdn.sofifa.org/players/4/19/209889.png,Portugal,Borussia Dortmund,https://cdn.sofifa.org/teams/2/light/22.png,LM,13,5'7,157lbs
200454,Paco Alcácer,24,https://cdn.sofifa.org/players/4/19/200454.png,Spain,Borussia Dortmund,https://cdn.sofifa.org/teams/2/light/22.png,ST,9,5'9,159lbs
193165,J. Corona,25,https://cdn.sofifa.org/players/4/19/193165.png,Mexico,FC Porto,https://cdn.sofifa.org/teams/2/light/236.png,RM,17,5'8,137lbs
191740,Ander Herrera,28,https://cdn.sofifa.org/players/4/19/191740.png,Spain,Manchester United,https://cdn.sofifa.org/teams/2/light/11.png,CM,21,6'0,154lbs
189881,C. Smalling,28,https://cdn.sofifa.org/players/4/19/189881.png,England,Manchester United,https://cdn.sofifa.org/teams/2/light/11.png,RCB,12,6'4,179lbs
189358,S. Kagawa,29,https://cdn.sofifa.org/players/4/19/189358.png,Japan,Borussia Dortmund,https://cdn.sofifa.org/teams/2/light/22.png,CAM,23,5'9,150lbs
185239,O. Toprak,28,https://cdn.sofifa.org/players/4/19/185239.png,Turkey,Borussia Dortmund,https://cdn.sofifa.org/teams/2/light/22.png,CB,36,6'1,183lbs
173771,L. Piszczek,33,https://cdn.sofifa.org/players/4/19/173771.png,Poland,Borussia Dortmund,https://cdn.sofifa.org/teams/2/light/22.png,RB,26,6'0,174lbs
167905,A. Valencia,32,https://cdn.sofifa.org/players/4/19/167905.png,Ecuador,Manchester United,https://cdn.sofifa.org/teams/2/light/11.png,RM,16,5'11,183lbs
156519,H. Herrera,28,https://cdn.sofifa.org/players/4/19/156519.png,Mexico,FC Porto,https://cdn.sofifa.org/teams/2/light/236.png,CM,16,6'0,159lbs
227536,M. Marega,27,https://cdn.sofifa.org/players/4/19/227536.png,Mali,FC Porto,https://cdn.sofifa.org/teams/2/light/236.png,RS,11,6'1,183lbs
218339,M. Dahoud,22,https://cdn.sofifa.org/players/4/19/218339.png,Germany,Borussia Dortmund,https://cdn.sofifa.org/teams/2/light/22.png,CM,19,5'10,150lbs
206413,T. Stepanenko,28,https://cdn.sofifa.org/players/4/19/206413.png,Ukraine,Shakhtar Donetsk,https://cdn.sofifa.org/teams/2/light/101059.png,RDM,6,5'11,168lbs
205988,L. Shaw,22,https://cdn.sofifa.org/players/4/19/205988.png,England,Manchester United,https://cdn.sofifa.org/teams/2/light/11.png,LB,23,5'11,165lbs
201119,Ismaily,28,https://cdn.sofifa.org/players/4/19/201119.png,Brazil,Shakhtar Donetsk,https://cdn.sofifa.org/teams/2/light/101059.png,LB,31,5'10,181lbs
199069,V. Aboubakar,26,https://cdn.sofifa.org/players/4/19/199069.png,Cameroon,FC Porto,https://cdn.sofifa.org/teams/2/light/236.png,ST,9,6'0,181lbs
195861,Y. Rakitskyi,28,https://cdn.sofifa.org/players/4/19/195861.png,Ukraine,Shakhtar Donetsk,https://cdn.sofifa.org/teams/2/light/101059.png,LCB,44,6'1,183lbs
173373,S. Romero,31,https://cdn.sofifa.org/players/4/19/173373.png,Argentina,Manchester United,https://cdn.sofifa.org/teams/2/light/11.png,GK,1,6'4,192lbs
227796,C. Pulisic,19,https://cdn.sofifa.org/players/4/19/227796.png,United States,Borussia Dortmund,https://cdn.sofifa.org/teams/2/light/22.png,RM,10,5'10,152lbs
225711,A. Diallo,22,https://cdn.sofifa.org/players/4/19/225711.png,France,Borussia Dortmund,https://cdn.sofifa.org/teams/2/light/22.png,LCB,4,6'1,174lbs
222028,J. Weigl,22,https://cdn.sofifa.org/players/4/19/222028.png,Germany,Borussia Dortmund,https://cdn.sofifa.org/teams/2/light/22.png,CDM,33,6'1,159lbs
221660,V. Lindelöf,23,https://cdn.sofifa.org/players/4/19/221660.png,Sweden,Manchester United,https://cdn.sofifa.org/teams/2/light/11.png,CB,3,6'2,176lbs
216497,M. Philipp,24,https://cdn.sofifa.org/players/4/19/216497.png,Germany,Borussia Dortmund,https://cdn.sofifa.org/teams/2/light/22.png,ST,20,6'0,174lbs
210411,Otávio,23,https://cdn.sofifa.org/players/4/19/210411.png,Brazil,FC Porto,https://cdn.sofifa.org/teams/2/light/236.png,RM,25,5'8,157lbs
201862,M. Rojo,28,https://cdn.sofifa.org/players/4/19/201862.png,Argentina,Manchester United,https://cdn.sofifa.org/teams/2/light/11.png,CB,16,6'2,176lbs
198031,Sérgio Oliveira,26,https://cdn.sofifa.org/players/4/19/198031.png,Portugal,FC Porto,https://cdn.sofifa.org/teams/2/light/236.png,CM,27,5'11,159lbs
194957,P. Jones,26,https://cdn.sofifa.org/players/4/19/194957.png,England,Manchester United,https://cdn.sofifa.org/teams/2/light/11.png,CB,4,6'1,157lbs
190243,M. Hitz,30,https://cdn.sofifa.org/players/4/19/190243.png,Switzerland,Borussia Dortmund,https://cdn.sofifa.org/teams/2/light/22.png,GK,35,6'4,196lbs
176944,M. Fellaini,30,https://cdn.sofifa.org/players/4/19/176944.png,Belgium,Manchester United,https://cdn.sofifa.org/teams/2/light/11.png,CM,8,6'4,187lbs
152908,A. Young,32,https://cdn.sofifa.org/players/4/19/152908.png,England,Manchester United,https://cdn.sofifa.org/teams/2/light/11.png,LB,18,5'9,143lbs
240130,Éder Militão,20,https://cdn.sofifa.org/players/4/19/240130.png,Brazil,FC Porto,https://cdn.sofifa.org/teams/2/light/236.png,LCB,3,6'1,174lbs
235212,A. Hakimi,19,https://cdn.sofifa.org/players/4/19/235212.png,Morocco,Borussia Dortmund,https://cdn.sofifa.org/teams/2/light/22.png,LB,5,5'11,161lbs
227476,Soares,27,https://cdn.sofifa.org/players/4/19/227476.png,Brazil,FC Porto,https://cdn.sofifa.org/teams/2/light/236.png,LS,29,6'2,181lbs
208777,Óliver Torres,23,https://cdn.sofifa.org/players/4/19/208777.png,Spain,FC Porto,https://cdn.sofifa.org/teams/2/light/236.png,CM,10,5'9,139lbs
208450,Andreas Pereira,22,https://cdn.sofifa.org/players/4/19/208450.png,Brazil,Manchester United,https://cdn.sofifa.org/teams/2/light/11.png,CM,15,5'10,157lbs
142902,A. Pyatov,34,https://cdn.sofifa.org/players/4/19/142902.png,Ukraine,Shakhtar Donetsk,https://cdn.sofifa.org/teams/2/light/101059.png,GK,30,6'3,198lbs
182862,M. Pereira,34,https://cdn.sofifa.org/players/4/19/182862.png,Uruguay,FC Porto,https://cdn.sofifa.org/teams/2/light/236.png,RB,2,5'8,161lbs
233049,J. Sancho,18,https://cdn.sofifa.org/players/4/19/233049.png,England,Borussia Dortmund,https://cdn.sofifa.org/teams/2/light/22.png,RM,7,5'11,168lbs
188802,M. Schmelzer,30,https://cdn.sofifa.org/players/4/19/188802.png,Germany,Borussia Dortmund,https://cdn.sofifa.org/teams/2/light/22.png,LB,29,5'11,163lbs
224425,M. Wolf,23,https://cdn.sofifa.org/players/4/19/224425.png,Germany,Borussia Dortmund,https://cdn.sofifa.org/teams/2/light/22.png,RM,27,6'2,181lbs
173818,Adrián,30,https://cdn.sofifa.org/players/4/19/173818.png,Spain,FC Porto,https://cdn.sofifa.org/teams/2/light/236.png,ST,20,6'0,161lbs
200215,S. Rode,27,https://cdn.sofifa.org/players/4/19/200215.png,Germany,Borussia Dortmund,https://cdn.sofifa.org/teams/2/light/22.png,CDM,18,5'10,165lbs
243238,Júnior Moraes,31,https://cdn.sofifa.org/players/4/19/243238.png,Brazil,Shakhtar Donetsk,https://cdn.sofifa.org/teams/2/light/101059.png,ST,10,5'9,154lbs
224811,I. Ordets,25,https://cdn.sofifa.org/players/4/19/224811.png,Ukraine,Shakhtar Donetsk,https://cdn.sofifa.org/teams/2/light/101059.png,CB,18,6'4,194lbs
184392,M. Darmian,28,https://cdn.sofifa.org/players/4/19/184392.png,Italy,Manchester United,https://cdn.sofifa.org/teams/2/light/11.png,LB,36,6'0,154lbs
200206,Alan Patrick,27,https://cdn.sofifa.org/players/4/19/200206.png,Brazil,Shakhtar Donetsk,https://cdn.sofifa.org/teams/2/light/101059.png,LDM,21,5'10,154lbs
206414,S. Kryvtsov,27,https://cdn.sofifa.org/players/4/19/206414.png,Ukraine,Shakhtar Donetsk,https://cdn.sofifa.org/teams/2/light/101059.png,RCB,4,6'1,183lbs
206427,B. Butko,27,https://cdn.sofifa.org/players/4/19/206427.png,Ukraine,Shakhtar Donetsk,https://cdn.sofifa.org/teams/2/light/101059.png,RB,2,6'0,159lbs
238476,D. Zagadou,19,https://cdn.sofifa.org/players/4/19/238476.png,France,Borussia Dortmund,https://cdn.sofifa.org/teams/2/light/22.png,CB,2,6'5,198lbs
212911,Hernâni,26,https://cdn.sofifa.org/players/4/19/212911.png,Portugal,FC Porto,https://cdn.sofifa.org/teams/2/light/236.png,RM,7,5'10,152lbs
210897,C. Mbemba,23,https://cdn.sofifa.org/players/4/19/210897.png,DR Congo,FC Porto,https://cdn.sofifa.org/teams/2/light/236.png,CB,19,6'0,181lbs
212269,R. Bazoer,21,https://cdn.sofifa.org/players/4/19/212269.png,Netherlands,FC Porto,https://cdn.sofifa.org/teams/2/light/236.png,CM,24,6'0,163lbs
234575,Diogo Leite,19,https://cdn.sofifa.org/players/4/19/234575.png,Portugal,FC Porto,https://cdn.sofifa.org/teams/2/light/236.png,CB,4,6'2,161lbs
229712,Jorge,22,https://cdn.sofifa.org/players/4/19/229712.png,Brazil,FC Porto,https://cdn.sofifa.org/teams/2/light/236.png,LB,18,6'0,132lbs
228698,V. Kovalenko,22,https://cdn.sofifa.org/players/4/19/228698.png,Ukraine,Shakhtar Donetsk,https://cdn.sofifa.org/teams/2/light/101059.png,CAM,74,6'0,165lbs
214622,J. Toljan,23,https://cdn.sofifa.org/players/4/19/214622.png,Germany,Borussia Dortmund,https://cdn.sofifa.org/teams/2/light/22.png,RB,15,6'0,163lbs
211048,O. Kayode,25,https://cdn.sofifa.org/players/4/19/211048.png,Nigeria,Shakhtar Donetsk,https://cdn.sofifa.org/teams/2/light/101059.png,ST,88,5'9,143lbs
